id,original_sequence,summary_sequence
1218,"[52, 134, 284, 143, 375, 7, 186, 132, 6, 120, 40, 4, 325, 26, 167, 32, 4006, 70, 18, 11, 391, 550, 128, 668, 25, 1537, 3859, 6, 150, 1332, 74, 2, 112, 603, 18, 4, 341, 2344, 3860, 128, 32, 934, 3980, 4322, 1360, 478, 68, 221, 1008, 12, 432, 1459, 999, 6, 1332, 18, 2, 112, 25, 4, 467, 1542, 517, 10, 293, 2, 223, 394, 750, 33, 18, 3320, 1592, 87, 6, 1409, 122, 2, 127, 74, 4, 732, 52, 287, 32, 1, 889, 138, 1, 1598, 867, 1, 93, 1, 1, 455, 6, 71, 972, 2, 112, 2158, 4, 2096, 406, 167, 2, 63, 2344, 455, 89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[52, 134, 284, 143, 375, 7, 186, 132, 6, 120, 40, 4, 325, 26, 167, 32, 4006, 70, 18, 11, 391, 550, 128, 668, 25, 1537, 3859, 6, 150, 1332, 74, 2, 112, 603, 18, 4, 341, 2344, 3860, 128, 32, 934, 3980, 4322, 0, 0, 0, 0, 0, 0]"
1219,"[217, 739, 151, 222, 427, 173, 361, 6, 120, 630, 44, 66, 526, 348, 359, 49, 2, 269, 4, 1507, 7, 188, 633, 246, 2001, 3861, 150, 146, 6, 509, 1831, 348, 66, 875, 2, 651, 85, 4, 2395, 333, 2044, 966, 581, 70, 45, 3198, 299, 261, 1, 942, 6, 2191, 2638, 2, 153, 1646, 4, 4029, 2652, 10, 930, 719, 32, 1643, 1801, 420, 1, 151, 1, 1, 334, 333, 647, 4095, 6, 4133, 4064, 4, 2634, 359, 17, 1324, 32, 2140, 2687, 526, 1375, 30, 895, 49, 6, 419, 2155, 2, 701, 872, 4, 1192, 147, 160, 16, 1002, 387, 27, 168, 1398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[217, 739, 151, 222, 427, 173, 361, 6, 120, 630, 44, 66, 526, 348, 359, 49, 2, 269, 4, 1507, 7, 188, 633, 246, 2001, 3861, 150, 146, 6, 509, 1831, 348, 66, 875, 2, 651, 85, 4, 2395, 333, 2044, 966, 581, 70, 45, 0, 0, 0, 0, 0]"
1220,"[242, 386, 93, 63, 367, 872, 5, 111, 46, 6, 858, 74, 4, 194, 71, 60, 32, 326, 92, 441, 108, 519, 1908, 547, 2746, 897, 6, 92, 143, 40, 4, 114, 1686, 111, 46, 11, 995, 23, 2, 1745, 1448, 1, 650, 603, 1, 78, 519, 3321, 6, 661, 1568, 2, 1, 2680, 4, 482, 995, 242, 23, 17, 1397, 2434, 1837, 1, 1, 3317, 3054, 13, 671, 6, 495, 1424, 10, 1, 1428, 4, 2711, 1469, 2, 774, 5, 71, 409, 3072, 2352, 1216, 352, 59, 6, 3156, 2, 1668, 93, 4, 3461, 71, 201, 2, 1169, 25, 152, 389, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[242, 386, 93, 63, 367, 872, 5, 111, 46, 6, 858, 74, 4, 194, 71, 60, 32, 326, 92, 441, 108, 519, 1908, 547, 2746, 897, 6, 92, 143, 40, 4, 114, 1686, 111, 46, 11, 995, 23, 2, 1745, 1448, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1221,"[110, 925, 29, 646, 73, 1006, 6, 1212, 101, 4, 843, 139, 966, 11, 236, 62, 2, 984, 288, 10, 126, 1957, 2228, 447, 332, 57, 423, 2, 103, 1155, 10, 3024, 110, 18, 97, 396, 1207, 884, 1618, 2560, 874, 2288, 1655, 417, 301, 19, 874, 569, 6, 110, 446, 2, 31, 1444, 4, 64, 2537, 103, 423, 506, 490, 58, 1775, 3322, 164, 36, 393, 657, 2, 901, 381, 236, 834, 333, 281, 219, 6, 1456, 188, 2, 21, 543, 25, 153, 388, 1221, 1, 890, 6, 2213, 2, 2323, 430, 4, 194, 1889, 57, 59, 32, 2827, 1, 2493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[110, 925, 29, 646, 73, 1006, 6, 1212, 101, 4, 843, 139, 966, 11, 236, 62, 2, 984, 288, 10, 126, 1957, 2228, 447, 332, 57, 423, 2, 103, 1155, 10, 3024, 110, 18, 97, 396, 1207, 884, 1618, 2560, 874, 2288, 0, 0, 0, 0, 0, 0, 0, 0]"
1222,"[289, 24, 693, 31, 709, 16, 52, 144, 6, 734, 40, 4, 729, 1174, 149, 218, 2204, 391, 254, 1078, 471, 1391, 55, 1451, 390, 32, 615, 52, 287, 6, 518, 38, 1015, 2, 228, 95, 553, 27, 1522, 3040, 471, 94, 1700, 750, 2, 478, 6, 564, 281, 1338, 2, 392, 90, 1, 4, 118, 228, 262, 1, 21, 1855, 629, 142, 1815, 169, 7, 390, 32, 1135, 2343, 405, 17, 2787, 6, 814, 107, 18, 52, 357, 500, 406, 106, 6, 144, 155, 2, 289, 33, 4, 107, 26, 27, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[289, 24, 693, 31, 709, 16, 52, 144, 6, 734, 40, 4, 729, 1174, 149, 218, 2204, 391, 254, 1078, 471, 1391, 55, 1451, 390, 32, 615, 52, 287, 6, 518, 38, 1015, 2, 228, 95, 553, 27, 1522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1223,"[991, 83, 140, 1489, 30, 61, 2, 248, 6, 3261, 40, 4, 194, 71, 993, 5, 62, 2, 102, 25, 3862, 3323, 365, 1225, 2, 183, 85, 6, 3863, 93, 4, 231, 1105, 54, 2, 351, 131, 152, 1, 1, 1401, 495, 237, 2, 878, 25, 6, 3880, 1939, 4, 1008, 46, 127, 2, 365, 96, 353, 1, 646, 3032, 885, 2, 112, 1, 6, 733, 93, 4, 194, 1, 18, 2, 1, 99, 4927, 284, 1631, 4, 1400, 365, 248, 6, 814, 242, 229, 4, 3016, 45, 32, 326, 668, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[991, 83, 140, 1489, 30, 61, 2, 248, 6, 3261, 40, 4, 194, 71, 993, 5, 62, 2, 102, 25, 3862, 3323, 365, 1225, 2, 183, 85, 6, 3863, 93, 4, 231, 1105, 54, 2, 351, 131, 152, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1224,"[161, 23, 450, 31, 46, 6, 608, 93, 4, 1099, 172, 262, 2, 207, 32, 529, 1347, 25, 1644, 23, 164, 131, 48, 161, 1255, 203, 6, 800, 3065, 2, 3073, 155, 4, 194, 1120, 421, 2, 1410, 1027, 286, 23, 2727, 937, 177, 6, 903, 275, 2, 328, 1690, 4, 194, 161, 167, 2, 496, 3259, 1781, 94, 1701, 31, 3324, 6, 1, 1027, 286, 40, 4, 250, 965, 262, 190, 19, 391, 932, 207, 77, 137, 213, 1069, 6, 1580, 23, 4, 1244, 714, 32, 529, 227, 136, 624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[161, 23, 450, 31, 46, 6, 608, 93, 4, 1099, 172, 262, 2, 207, 32, 529, 1347, 25, 1644, 23, 164, 131, 48, 161, 1255, 203, 6, 800, 3065, 2, 3073, 155, 4, 194, 1120, 421, 2, 1410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1225,"[186, 18, 29, 164, 229, 27, 168, 708, 6, 863, 101, 4, 194, 35, 131, 10, 146, 429, 896, 184, 639, 353, 6, 105, 94, 4, 258, 1770, 54, 2, 210, 687, 27, 92, 192, 611, 896, 140, 192, 229, 6, 423, 2, 3074, 4, 61, 71, 4184, 32, 1627, 240, 54, 406, 896, 646, 38, 286, 6, 1954, 131, 4, 2303, 71, 380, 32, 465, 186, 253, 1987, 896, 1694, 502, 54, 6, 1, 353, 4, 188, 186, 25, 27, 4869, 2099, 708, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[186, 18, 29, 164, 229, 27, 168, 708, 6, 863, 101, 4, 194, 35, 131, 10, 146, 429, 896, 184, 639, 353, 6, 105, 94, 4, 258, 1770, 54, 2, 210, 687, 27, 92, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1226,"[1357, 315, 643, 727, 2, 2216, 6, 232, 532, 322, 1167, 2189, 4, 1671, 762, 420, 2, 119, 335, 3075, 578, 1103, 362, 2217, 6, 762, 1896, 2, 941, 84, 4, 1671, 1374, 278, 3865, 1, 722, 1152, 1697, 1504, 855, 104, 1, 6, 3042, 203, 2, 278, 1, 4, 702, 701, 1653, 2, 509, 3645, 74, 146, 469, 1414, 1, 1422, 6, 995, 477, 2, 516, 355, 4, 1863, 1, 2, 86, 333, 293, 573, 239, 4185, 4186, 1204, 1, 6, 1, 774, 4, 855, 47, 457, 2, 725, 349, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1357, 315, 643, 727, 2, 2216, 6, 232, 532, 322, 1167, 2189, 4, 1671, 762, 420, 2, 119, 335, 3075, 578, 1103, 362, 2217, 6, 762, 1896, 2, 941, 84, 4, 1671, 1374, 278, 3865, 1, 722, 1152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1227,"[87, 113, 140, 131, 6, 1469, 93, 4, 63, 143, 709, 2, 165, 27, 988, 2906, 547, 923, 828, 6, 1725, 74, 4, 194, 281, 302, 2, 351, 201, 85, 913, 376, 155, 281, 355, 6, 23, 4, 1, 3118, 2, 2353, 62, 506, 92, 58, 661, 23, 164, 968, 4154, 6, 431, 498, 4, 2207, 127, 3496, 2, 281, 263, 181, 4187, 137, 112, 525, 6, 970, 260, 4, 170, 3992, 46, 11, 281, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[87, 113, 140, 131, 6, 1469, 93, 4, 63, 143, 709, 2, 165, 27, 988, 2906, 547, 923, 828, 6, 1725, 74, 4, 194, 281, 302, 2, 351, 201, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1228,"[876, 77, 450, 104, 620, 6, 510, 374, 4, 233, 1399, 2, 668, 136, 32, 1603, 747, 122, 964, 3076, 422, 1619, 54, 6, 597, 630, 4, 775, 969, 771, 1041, 27, 139, 58, 802, 77, 155, 1184, 695, 6, 2563, 4, 194, 104, 201, 2, 1, 1045, 102, 376, 3790, 159, 723, 6, 510, 273, 4, 231, 1856, 2, 1113, 27, 168, 1398, 589, 477, 1401, 463, 10, 70, 443, 6, 120, 3464, 4, 1, 46, 3937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[876, 77, 450, 104, 620, 6, 510, 374, 4, 233, 1399, 2, 668, 136, 32, 1603, 747, 122, 964, 3076, 422, 1619, 54, 6, 597, 630, 4, 775, 969, 771, 1041, 27, 139, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1229,"[1157, 803, 327, 3866, 495, 247, 6, 125, 221, 4, 235, 95, 2, 428, 32, 529, 496, 659, 276, 2495, 114, 552, 6, 733, 18, 4, 63, 1958, 673, 2, 2896, 33, 254, 3867, 320, 694, 30, 1126, 6, 1201, 492, 4, 118, 309, 506, 548, 58, 2, 557, 54, 96, 196, 63, 50, 656, 6, 1, 221, 4, 1119, 30, 451, 2, 470, 710, 33, 1282, 344, 25, 46, 6, 385, 4, 107, 2, 432, 1120, 50, 44, 1, 440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1157, 803, 327, 3866, 495, 247, 6, 125, 221, 4, 235, 95, 2, 428, 32, 529, 496, 659, 276, 2495, 114, 552, 6, 733, 18, 4, 63, 1958, 673, 2, 2896, 33, 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1230,"[1366, 573, 2569, 174, 1183, 16, 2669, 2724, 6, 47, 408, 4, 810, 507, 24, 11, 459, 16, 575, 188, 2154, 201, 597, 306, 6, 362, 1205, 2, 455, 3077, 828, 4, 1051, 309, 3326, 80, 935, 1073, 1, 446, 768, 37, 6, 4188, 1, 2, 195, 275, 4, 826, 47, 2268, 6, 1, 2982, 1, 151, 3295, 2129, 2, 1179, 6, 419, 23, 4, 895, 49, 32, 616, 66, 173, 526, 1697, 302, 1103, 516, 3284, 6, 4062, 919, 2, 307, 1411, 4, 476, 1, 1494, 11, 611, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1366, 573, 2569, 174, 1183, 16, 2669, 2724, 6, 47, 408, 4, 810, 507, 24, 11, 459, 16, 575, 188, 2154, 201, 597, 306, 6, 362, 1205, 2, 455, 3077, 828, 4, 1051, 309, 3326, 80, 935, 1073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1231,"[24, 182, 206, 73, 1138, 6, 147, 101, 4, 789, 289, 590, 10, 389, 214, 2, 26, 1044, 26, 530, 29, 332, 407, 2223, 6, 1683, 543, 4, 235, 472, 2, 165, 211, 10, 567, 917, 1692, 182, 301, 19, 523, 59, 6, 285, 1772, 4, 55, 326, 171, 11, 31, 237, 2, 133, 589, 182, 1392, 104, 716, 6, 632, 7, 25, 4, 310, 3696, 926, 2, 109, 288, 540, 40, 894, 613, 6, 1, 653, 3948, 4, 448, 387, 11, 272, 158, 2, 375, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[24, 182, 206, 73, 1138, 6, 147, 101, 4, 789, 289, 590, 10, 389, 214, 2, 26, 1044, 26, 530, 29, 332, 407, 2223, 6, 1683, 543, 4, 235, 472, 2, 165, 211, 10, 567, 917, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1232,"[1086, 440, 24, 212, 18, 4, 1323, 1201, 273, 6, 1333, 40, 4, 432, 254, 27, 168, 1398, 580, 756, 37, 385, 467, 172, 6, 135, 2, 50, 23, 426, 277, 2251, 770, 4, 482, 571, 649, 70, 65, 127, 482, 96, 6, 699, 23, 4, 2711, 260, 2, 46, 1274, 25, 205, 1144, 4189, 600, 46, 6, 641, 649, 4, 1020, 92, 108, 17, 731, 7, 689, 18, 2645, 1196, 957, 2, 400, 6, 2904, 18, 4, 1467, 1, 10, 150, 171, 508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1086, 440, 24, 212, 18, 4, 1323, 1201, 273, 6, 1333, 40, 4, 432, 254, 27, 168, 1398, 580, 756, 37, 385, 467, 172, 6, 135, 2, 50, 23, 426, 277, 2251, 770, 4, 482, 571, 649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1233,"[26, 585, 18, 118, 336, 309, 6, 710, 99, 4, 107, 90, 25, 32, 326, 215, 7, 548, 58, 842, 156, 320, 1001, 6, 1199, 1528, 4, 1735, 48, 1238, 2, 500, 585, 253, 365, 971, 25, 46, 6, 495, 878, 4, 482, 504, 1334, 2, 35, 589, 584, 2712, 1529, 3068, 945, 6, 1, 60, 4, 1570, 76, 1079, 32, 2709, 704, 3038, 737, 3039, 656, 4190, 945, 6, 1, 25, 4, 118, 1193, 1280, 1, 10, 3222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 585, 18, 118, 336, 309, 6, 710, 99, 4, 107, 90, 25, 32, 326, 215, 7, 548, 58, 842, 156, 320, 1001, 6, 1199, 1528, 4, 1735, 48, 1238, 2, 500, 585, 253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1234,"[73, 274, 370, 206, 110, 191, 6, 101, 4, 694, 531, 1276, 27, 252, 337, 2, 58, 1971, 40, 837, 718, 5, 599, 6, 1723, 479, 4, 797, 95, 2, 354, 926, 1301, 215, 122, 1, 1857, 7, 672, 58, 6, 392, 711, 4, 235, 2603, 2, 82, 3936, 73, 230, 1462, 275, 6, 1747, 68, 4, 3822, 1, 2, 500, 1581, 27, 191, 672, 1463, 1, 572, 6, 2828, 4, 206, 78, 82, 58, 2020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[73, 274, 370, 206, 110, 191, 6, 101, 4, 694, 531, 1276, 27, 252, 337, 2, 58, 1971, 40, 837, 718, 5, 599, 6, 1723, 479, 4, 797, 95, 2, 354, 926, 1301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
